transaction_id,amount_sar,channel,is_night
TXN-2026-00156,38.2,pos,0
TXN-2026-00157,844.66,pos,0
TXN-2026-00158,158.95,pos,0
TXN-2026-00159,21.55,atm,0
TXN-2026-00160,197.92,online,0
TXN-2026-00161,27.95,online,0
TXN-2026-00162,231.48,online,0
TXN-2026-00163,361.52,pos,0
TXN-2026-00164,33.62,pos,0
TXN-2026-00165,286.02,atm,0
TXN-2026-00166,147.72,pos,0
TXN-2026-00167,241.4,pos,0
TXN-2026-00168,876.69,pos,0
TXN-2026-00169,67.06,pos,0
TXN-2026-00170,36.43,pos,1
TXN-2026-00171,30.96,pos,0
TXN-2026-00172,33.82,pos,0
TXN-2026-00173,82.06,pos,0
TXN-2026-00174,135.56,pos,0
TXN-2026-00175,125.47,pos,1
TXN-2026-00176,242.89,pos,0
TXN-2026-00177,91.43,online,0
TXN-2026-00178,515.04,pos,0
TXN-2026-00179,65.52,online,0
TXN-2026-00180,2354.78,online,0
TXN-2026-00181,190.72,online,0
TXN-2026-00182,32.18,pos,0
TXN-2026-00183,24.9,pos,0
TXN-2026-00184,127342.25,pos,0
TXN-2026-00185,68.84,online,0
TXN-2026-00186,212.05,pos,0
TXN-2026-00187,158.84,online,0
TXN-2026-00188,82.48,online,0
TXN-2026-00189,32.58,pos,0
TXN-2026-00190,14.62,pos,0
TXN-2026-00191,52.68,online,1
TXN-2026-00192,251.56,pos,0
TXN-2026-00193,116.39,pos,0
TXN-2026-00194,20.19,online,0
TXN-2026-00195,110.81,pos,0
TXN-2026-00196,142.93,atm,0
TXN-2026-00197,31.17,online,1
TXN-2026-00198,108.25,online,1
TXN-2026-00199,96.53,pos,0
TXN-2026-00200,22.84,pos,0
TXN-2026-00201,138.29,pos,0
TXN-2026-00202,176.43,pos,0
TXN-2026-00203,330.19,pos,0
TXN-2026-00204,318.8,pos,0
TXN-2026-00205,17.23,pos,0
TXN-2026-00206,29.21,pos,0
TXN-2026-00207,167.01,online,1
TXN-2026-00208,166.76,pos,0
TXN-2026-00209,167.01,pos,0
TXN-2026-00210,9166.2,online,0
TXN-2026-00211,178.59,atm,1
TXN-2026-00212,351.66,pos,0
TXN-2026-00213,282.82,pos,1
TXN-2026-00214,196.7,online,0
TXN-2026-00215,61.66,atm,0
TXN-2026-00216,223.8,online,0
TXN-2026-00217,35.61,online,1
TXN-2026-00218,67.75,pos,0
TXN-2026-00219,50.28,pos,0
TXN-2026-00220,99.31,pos,0
TXN-2026-00221,1447.5,online,1
TXN-2026-00222,9.58,online,1
TXN-2026-00223,205.1,atm,1
TXN-2026-00224,13.0,pos,1
TXN-2026-00225,51.09,pos,0
TXN-2026-00226,332.53,pos,0
TXN-2026-00227,97.24,online,0
TXN-2026-00228,24.7,online,0
TXN-2026-00229,38.15,pos,1
TXN-2026-00230,203.47,pos,1
TXN-2026-00231,37.47,pos,0
TXN-2026-00232,116.72,pos,0
TXN-2026-00233,95.08,online,1
TXN-2026-00234,41.19,pos,0
TXN-2026-00235,1179.37,online,0
TXN-2026-00236,192.62,online,0
TXN-2026-00237,7.92,online,0
TXN-2026-00238,112.59,pos,0
TXN-2026-00239,40.68,online,0
TXN-2026-00240,250.37,pos,0
TXN-2026-00241,34.78,pos,1
TXN-2026-00242,78.44,pos,0
TXN-2026-00243,165.01,pos,0
TXN-2026-00244,254.4,pos,1
TXN-2026-00245,21.32,pos,0
TXN-2026-00246,60.26,atm,0
TXN-2026-00247,50.91,pos,1
TXN-2026-00248,41.1,online,0
TXN-2026-00249,748.85,atm,1
TXN-2026-00250,146.35,pos,0
TXN-2026-00251,19.82,online,0
TXN-2026-00252,270.81,pos,0
TXN-2026-00253,1148.93,pos,0
TXN-2026-00254,310.74,pos,0
TXN-2026-00255,14.54,atm,0
TXN-2026-00256,50.35,pos,1
TXN-2026-00257,411.7,online,1
TXN-2026-00258,114438.24,pos,0
TXN-2026-00259,153.33,online,1
TXN-2026-00260,228.05,pos,0
TXN-2026-00261,29.6,online,0
TXN-2026-00262,83.81,online,1
TXN-2026-00263,1.84,online,0
TXN-2026-00264,26.33,atm,0
TXN-2026-00265,66.48,online,0
TXN-2026-00266,20.14,pos,0
TXN-2026-00267,638.35,pos,0
TXN-2026-00268,16.18,pos,0
TXN-2026-00269,53.09,pos,0
TXN-2026-00270,105.31,pos,0
TXN-2026-00271,507.52,pos,0
TXN-2026-00272,16.07,pos,0
TXN-2026-00273,363.51,atm,0
TXN-2026-00274,91.13,pos,0
TXN-2026-00275,27.72,atm,0
TXN-2026-00276,156.73,pos,0
TXN-2026-00277,114.31,online,0
TXN-2026-00278,43.8,online,0
TXN-2026-00279,97.88,pos,0
TXN-2026-00280,56.69,pos,1
TXN-2026-00281,103.15,pos,1
TXN-2026-00282,199.25,pos,1
TXN-2026-00283,603.79,atm,1
TXN-2026-00284,20.38,online,0
TXN-2026-00285,1164.03,pos,0
TXN-2026-00286,8.65,pos,0
TXN-2026-00287,75.03,pos,0
TXN-2026-00288,182.36,pos,1
TXN-2026-00289,126.11,online,0
TXN-2026-00290,42.64,pos,1
TXN-2026-00291,70.12,pos,0
TXN-2026-00292,49.82,pos,1
TXN-2026-00293,44.38,pos,0
TXN-2026-00294,249.52,online,0
TXN-2026-00295,138.16,pos,0
TXN-2026-00296,39.19,atm,1
TXN-2026-00297,264.94,online,1
TXN-2026-00298,130.16,pos,0
TXN-2026-00299,238.75,pos,0
TXN-2026-00300,191.63,online,0
TXN-2026-00301,33.29,atm,1
TXN-2026-00302,45.96,online,0
TXN-2026-00303,220.69,pos,0
TXN-2026-00304,187.25,atm,0
TXN-2026-00305,87.79,pos,0
TXN-2026-00306,103.63,online,0
TXN-2026-00307,417.05,atm,0
TXN-2026-00308,44.26,pos,1
TXN-2026-00309,173.56,atm,1
TXN-2026-00310,70.62,pos,0
TXN-2026-00311,69.32,atm,1
TXN-2026-00312,336.48,pos,0
TXN-2026-00313,242.38,atm,0
TXN-2026-00314,238.94,pos,0
TXN-2026-00315,431.2,online,0
TXN-2026-00316,92.31,pos,1
TXN-2026-00317,204.05,pos,0
TXN-2026-00318,62.03,pos,0
TXN-2026-00319,132.82,online,0
TXN-2026-00320,77.0,pos,0
TXN-2026-00321,101.13,online,1
TXN-2026-00322,183.86,pos,0
TXN-2026-00323,33.72,atm,0
TXN-2026-00324,1108.61,pos,1
TXN-2026-00325,26.92,pos,0
TXN-2026-00326,20.97,pos,0
TXN-2026-00327,361.31,pos,0
TXN-2026-00328,232.76,pos,0
TXN-2026-00329,190.37,pos,1
TXN-2026-00330,191.33,online,0
TXN-2026-00331,88.7,online,0
TXN-2026-00332,30.67,online,1
TXN-2026-00333,98.59,pos,0
TXN-2026-00334,39.94,online,0
TXN-2026-00335,290.08,pos,0
TXN-2026-00336,75.45,online,1
TXN-2026-00337,33.43,pos,0
TXN-2026-00338,61.21,pos,0
TXN-2026-00339,147.75,pos,0
TXN-2026-00340,45.77,online,0
TXN-2026-00341,33.56,pos,0
TXN-2026-00342,120.59,online,0
TXN-2026-00343,120.78,pos,0
TXN-2026-00344,48.99,online,0
TXN-2026-00345,51.15,atm,0
TXN-2026-00346,118.92,pos,1
TXN-2026-00347,15.84,pos,0
TXN-2026-00348,16.63,atm,0
TXN-2026-00349,38.01,pos,0
TXN-2026-00350,69.68,pos,0
TXN-2026-00351,130.72,online,0
TXN-2026-00352,528.7,online,0
TXN-2026-00353,251.94,pos,0
TXN-2026-00354,29177.25,online,1
TXN-2026-00355,87.99,pos,0
TXN-2026-00356,27.03,pos,0
TXN-2026-00357,88.04,online,0
TXN-2026-00358,63.66,pos,1
TXN-2026-00359,132.59,pos,0
TXN-2026-00360,33.36,online,0
TXN-2026-00361,143826.47,online,1
TXN-2026-00362,566.39,online,0
TXN-2026-00363,79.0,atm,0
TXN-2026-00364,145.77,online,0
TXN-2026-00365,206.06,pos,1
TXN-2026-00366,55.62,pos,0
TXN-2026-00367,117.79,online,1
TXN-2026-00368,91.39,pos,0
TXN-2026-00369,101.21,online,0
TXN-2026-00370,35.6,online,0
TXN-2026-00371,92.7,pos,0
TXN-2026-00372,163.63,atm,0
TXN-2026-00373,513.56,pos,0
TXN-2026-00374,284.61,pos,0
TXN-2026-00375,1192.51,atm,0
TXN-2026-00376,35.84,pos,0
TXN-2026-00377,256.41,pos,1
TXN-2026-00378,112.17,pos,0
TXN-2026-00379,1246.09,online,1
TXN-2026-00380,34.13,online,0
TXN-2026-00381,32.86,online,1
TXN-2026-00382,43.85,online,0
TXN-2026-00383,7.04,pos,0
TXN-2026-00384,47.9,online,1
TXN-2026-00385,36.2,online,1
TXN-2026-00386,107.82,pos,0
TXN-2026-00387,135.65,pos,0
TXN-2026-00388,855.26,atm,0
TXN-2026-00389,281.61,online,0
TXN-2026-00390,45.05,online,1
TXN-2026-00391,30.63,online,0
TXN-2026-00392,162.44,pos,1
TXN-2026-00393,18.46,online,0
TXN-2026-00394,810.58,pos,1
TXN-2026-00395,370.68,pos,1
TXN-2026-00396,51.26,online,0
TXN-2026-00397,11.52,pos,0
TXN-2026-00398,456.98,online,1
TXN-2026-00399,78.46,pos,0
TXN-2026-00400,397.57,pos,0
TXN-2026-00401,13.29,pos,0
TXN-2026-00402,43.85,pos,0
TXN-2026-00403,90.59,pos,1
TXN-2026-00404,96336.21,pos,0
TXN-2026-00405,52.45,atm,1
TXN-2026-00406,190.08,pos,0
TXN-2026-00407,25.0,pos,0
TXN-2026-00408,75.88,online,0
TXN-2026-00409,104.0,online,0
TXN-2026-00410,166.89,pos,0
TXN-2026-00411,211.44,online,0
TXN-2026-00412,23.35,online,0
TXN-2026-00413,14.28,pos,1
TXN-2026-00414,417.05,pos,0
TXN-2026-00415,134.13,atm,0
TXN-2026-00416,36.66,online,0
TXN-2026-00417,579.05,online,0
TXN-2026-00418,103.42,pos,0
TXN-2026-00419,370.61,pos,0
TXN-2026-00420,97.61,online,0
TXN-2026-00421,1067.31,pos,0
TXN-2026-00422,739.82,pos,0
TXN-2026-00423,66.77,online,0
TXN-2026-00424,288.84,pos,0
TXN-2026-00425,195.28,online,1
TXN-2026-00426,465.15,online,0
TXN-2026-00427,28.28,pos,0
TXN-2026-00428,205.05,online,0
TXN-2026-00429,320.57,pos,1
TXN-2026-00430,10.91,online,0
TXN-2026-00431,21.76,pos,0
TXN-2026-00432,7.79,pos,1
TXN-2026-00433,65.15,online,0
TXN-2026-00434,212.95,pos,0
TXN-2026-00435,546.11,atm,0
TXN-2026-00436,98.39,pos,0
TXN-2026-00437,635.45,pos,1
TXN-2026-00438,17.18,pos,0
TXN-2026-00439,11.66,pos,0
TXN-2026-00440,84.21,pos,0
TXN-2026-00441,142.72,online,1
TXN-2026-00442,86.55,online,0
TXN-2026-00443,7.53,online,0
TXN-2026-00444,80.89,atm,0
TXN-2026-00445,18.81,pos,0
TXN-2026-00446,201.06,online,0
TXN-2026-00447,139.76,pos,0
TXN-2026-00448,29.14,online,0
TXN-2026-00449,48.59,pos,0
TXN-2026-00450,25.25,atm,0
TXN-2026-00451,83.49,online,0
TXN-2026-00452,283.2,atm,0
TXN-2026-00453,27.58,online,1
TXN-2026-00454,164.82,atm,0
TXN-2026-00455,47.64,online,0
TXN-2026-00456,34.76,pos,0
TXN-2026-00457,79.17,pos,1
TXN-2026-00458,25.99,pos,0
TXN-2026-00459,46.32,pos,0
TXN-2026-00460,21.38,pos,0
TXN-2026-00461,951.15,pos,0
TXN-2026-00462,93.91,pos,1
TXN-2026-00463,38.87,atm,0
TXN-2026-00464,116.37,atm,0
TXN-2026-00465,78.67,pos,1
TXN-2026-00466,69.05,pos,0
TXN-2026-00467,188.1,pos,1
TXN-2026-00468,223.41,pos,0
TXN-2026-00469,47.63,online,0
TXN-2026-00470,45.11,pos,1
TXN-2026-00471,64.71,online,0
TXN-2026-00472,5.68,online,0
TXN-2026-00473,14.61,online,0
TXN-2026-00474,464.17,pos,0
TXN-2026-00475,648.05,online,0
TXN-2026-00476,66.76,pos,0
TXN-2026-00477,179.8,pos,0
TXN-2026-00478,130.78,pos,0
TXN-2026-00479,3621.55,pos,1
TXN-2026-00480,344.98,pos,0
TXN-2026-00481,77.21,pos,0
TXN-2026-00482,28.6,online,0
TXN-2026-00483,13.1,online,0
TXN-2026-00484,114.91,pos,0
TXN-2026-00485,36.32,pos,0
TXN-2026-00486,16.33,online,1
TXN-2026-00487,41.43,pos,1
TXN-2026-00488,24.59,atm,0
TXN-2026-00489,681.69,online,0
TXN-2026-00490,259.3,pos,0
TXN-2026-00491,89.16,pos,0
TXN-2026-00492,531.62,pos,0
TXN-2026-00493,98.77,pos,0
TXN-2026-00494,32.02,pos,0
TXN-2026-00495,559.89,online,0
TXN-2026-00496,171.86,pos,1
TXN-2026-00497,25.93,pos,0
TXN-2026-00498,71.64,online,0
TXN-2026-00499,109089.2,pos,0
TXN-2026-00500,17.13,pos,1
TXN-2026-00501,273.53,pos,1
TXN-2026-00502,890.07,pos,0
TXN-2026-00503,16.81,online,0
TXN-2026-00504,176.9,pos,1
TXN-2026-00505,41.23,online,0
TXN-2026-00506,50.17,pos,1
TXN-2026-00507,44.22,pos,0
TXN-2026-00508,31.92,pos,0
TXN-2026-00509,95.41,online,0
TXN-2026-00510,33.21,pos,0
TXN-2026-00511,124.53,pos,0
TXN-2026-00512,84.75,online,0
TXN-2026-00513,67.58,pos,1
TXN-2026-00514,30.29,pos,0
TXN-2026-00515,45.05,online,0
TXN-2026-00516,222.84,pos,0
TXN-2026-00517,164.2,online,0
TXN-2026-00518,27.85,pos,0
TXN-2026-00519,101.41,online,0
TXN-2026-00520,221.78,online,0
TXN-2026-00521,12.14,pos,0
TXN-2026-00522,172.78,online,1
TXN-2026-00523,40.64,online,0
TXN-2026-00524,178.52,pos,1
TXN-2026-00525,36.02,pos,0
TXN-2026-00526,10.32,online,0
TXN-2026-00527,12.77,online,1
TXN-2026-00528,95.36,pos,0
TXN-2026-00529,122.94,online,0
TXN-2026-00530,30.41,pos,0
TXN-2026-00531,193.7,online,0
TXN-2026-00532,12.26,online,0
TXN-2026-00533,83.15,atm,1
TXN-2026-00534,21.05,pos,0
TXN-2026-00535,41.17,online,0
TXN-2026-00536,95.29,pos,1
TXN-2026-00537,32.06,pos,0
TXN-2026-00538,56.74,pos,0
TXN-2026-00539,301.13,online,0
TXN-2026-00540,45.05,pos,0
TXN-2026-00541,245.39,pos,0
TXN-2026-00542,23.2,online,0
TXN-2026-00543,169.99,online,0
TXN-2026-00544,507.7,online,0
TXN-2026-00545,4.64,atm,0
TXN-2026-00546,34.6,pos,0
TXN-2026-00547,179.92,atm,0
TXN-2026-00548,70.55,online,0
TXN-2026-00549,140.52,pos,0
TXN-2026-00550,43.61,pos,1
TXN-2026-00551,99.87,pos,0
TXN-2026-00552,74.68,pos,0
TXN-2026-00553,365.53,online,0
TXN-2026-00554,122.16,online,0
TXN-2026-00555,134.98,online,0
TXN-2026-00556,54.91,pos,1
TXN-2026-00557,50.14,pos,1
TXN-2026-00558,53.57,online,1
TXN-2026-00559,144.51,pos,1
TXN-2026-00560,54.32,atm,1
TXN-2026-00561,127.45,pos,0
TXN-2026-00562,1086.24,atm,0
TXN-2026-00563,256.04,pos,1
TXN-2026-00564,60.87,pos,0
TXN-2026-00565,380.49,pos,0
TXN-2026-00566,55.16,online,0
TXN-2026-00567,7.8,online,0
TXN-2026-00568,26.85,pos,0
TXN-2026-00569,9.54,atm,0
TXN-2026-00570,59.04,online,0
TXN-2026-00571,92.03,online,1
TXN-2026-00572,672.99,online,0
TXN-2026-00573,133.26,pos,1
TXN-2026-00574,69.21,pos,0
TXN-2026-00575,243.54,atm,0
TXN-2026-00576,6.34,atm,0
TXN-2026-00577,119.43,atm,0
TXN-2026-00578,227.02,atm,0
TXN-2026-00579,15.27,pos,1
TXN-2026-00580,355.14,online,0
TXN-2026-00581,135.12,pos,1
TXN-2026-00582,54.69,atm,0
TXN-2026-00583,192.35,pos,0
TXN-2026-00584,1373.11,online,0
TXN-2026-00585,111.97,pos,0
TXN-2026-00586,121.25,pos,0
TXN-2026-00587,51.87,pos,0
TXN-2026-00588,32.47,online,0
TXN-2026-00589,243.81,online,0
TXN-2026-00590,32.22,pos,0
TXN-2026-00591,98.09,online,0
TXN-2026-00592,50.74,online,0
TXN-2026-00593,159.94,pos,0
TXN-2026-00594,134.34,pos,0
TXN-2026-00595,312.64,online,0
TXN-2026-00596,48.81,online,0
TXN-2026-00597,65.11,pos,0
TXN-2026-00598,27.81,online,1
TXN-2026-00599,52.82,pos,0
TXN-2026-00600,141.57,pos,0
TXN-2026-00601,223.27,pos,0
TXN-2026-00602,29.77,pos,1
TXN-2026-00603,255.58,online,0
TXN-2026-00604,457.95,atm,1
TXN-2026-00605,147.84,pos,0
TXN-2026-00606,855.9,pos,0
TXN-2026-00607,35.57,online,1
TXN-2026-00608,20.21,online,0
TXN-2026-00609,10.65,online,0
TXN-2026-00610,541.99,online,0
TXN-2026-00611,197.4,pos,0
TXN-2026-00612,84.21,online,0
TXN-2026-00613,125.96,pos,0
TXN-2026-00614,23.32,pos,0
TXN-2026-00615,1694.09,pos,1
TXN-2026-00616,105.12,pos,0
TXN-2026-00617,102.64,atm,0
TXN-2026-00618,215.06,online,0
TXN-2026-00619,160.33,pos,1
TXN-2026-00620,117.76,pos,0
TXN-2026-00621,34.86,pos,0
TXN-2026-00622,158.5,pos,1
TXN-2026-00623,861.29,online,1
TXN-2026-00624,452.37,atm,0
TXN-2026-00625,609.0,atm,0
TXN-2026-00626,48.74,online,0
TXN-2026-00627,27.45,online,0
TXN-2026-00628,77.41,pos,1
TXN-2026-00629,96.24,pos,1
TXN-2026-00630,334.63,pos,0
TXN-2026-00631,11.81,online,0
TXN-2026-00632,564.23,online,0
TXN-2026-00633,74.47,pos,1
TXN-2026-00634,53.93,pos,0
TXN-2026-00635,26.72,pos,0
TXN-2026-00636,12.36,atm,0
TXN-2026-00637,241.73,pos,0
TXN-2026-00638,98.3,online,0
TXN-2026-00639,19.15,online,1
TXN-2026-00640,19.03,pos,0
TXN-2026-00641,60.16,online,0
TXN-2026-00642,667.02,online,0
TXN-2026-00643,65.92,pos,1
TXN-2026-00644,14.82,atm,0
TXN-2026-00645,67.03,pos,0
TXN-2026-00646,64.89,pos,1
TXN-2026-00647,3.54,online,1
TXN-2026-00648,84.34,online,1
TXN-2026-00649,68.23,atm,0
TXN-2026-00650,207.57,online,0
TXN-2026-00651,827.78,atm,0
TXN-2026-00652,347.89,online,0
TXN-2026-00653,65.19,online,0
TXN-2026-00654,23.86,online,0
TXN-2026-00655,1974.42,pos,0
TXN-2026-00656,96.65,atm,0
TXN-2026-00657,91.53,pos,0
TXN-2026-00658,87.45,pos,1
TXN-2026-00659,114.17,pos,0
TXN-2026-00660,75.7,online,0
TXN-2026-00661,45.22,pos,0
TXN-2026-00662,46.7,pos,0
TXN-2026-00663,86.55,online,0
TXN-2026-00664,46.89,pos,0
TXN-2026-00665,38.27,online,0
TXN-2026-00666,102.28,pos,1
TXN-2026-00667,66.29,pos,0
TXN-2026-00668,547.19,pos,0
TXN-2026-00669,3.74,online,0
TXN-2026-00670,333.56,pos,0
TXN-2026-00671,401.54,atm,0
TXN-2026-00672,7.48,pos,0
TXN-2026-00673,59.67,pos,0
TXN-2026-00674,57.64,pos,1
TXN-2026-00675,16.63,pos,1
TXN-2026-00676,35.4,online,1
TXN-2026-00677,23.74,online,0
TXN-2026-00678,737.1,online,0
TXN-2026-00679,276.67,pos,1
TXN-2026-00680,414.0,pos,0
TXN-2026-00681,214.01,pos,1
TXN-2026-00682,23.22,atm,0
TXN-2026-00683,47.97,pos,0
TXN-2026-00684,161.94,online,0
TXN-2026-00685,20.77,pos,0
TXN-2026-00686,211.79,pos,1
TXN-2026-00687,67.47,pos,1
TXN-2026-00688,57.41,pos,0
TXN-2026-00689,211.27,online,0
TXN-2026-00690,153.41,pos,1
TXN-2026-00691,58.37,online,0
TXN-2026-00692,361.84,pos,0
TXN-2026-00693,24.6,atm,0
TXN-2026-00694,188.5,pos,0
TXN-2026-00695,183.41,online,0
TXN-2026-00696,62.09,online,0
TXN-2026-00697,133.13,atm,1
TXN-2026-00698,20.06,pos,0
TXN-2026-00699,272.83,online,0
TXN-2026-00700,72.1,pos,0
TXN-2026-00701,48.07,pos,0
TXN-2026-00702,316.97,pos,0
TXN-2026-00703,38.66,pos,0
TXN-2026-00704,16.61,atm,0
TXN-2026-00705,13.9,pos,0
TXN-2026-00706,186.27,online,0
TXN-2026-00707,19.37,online,0
TXN-2026-00708,739.34,pos,0
TXN-2026-00709,7.4,online,0
TXN-2026-00710,689.35,pos,0
TXN-2026-00711,115.96,online,0
TXN-2026-00712,80.15,pos,1
TXN-2026-00713,46.81,atm,0
TXN-2026-00714,145.32,online,1
TXN-2026-00715,86.04,atm,0
TXN-2026-00716,338.31,pos,1
TXN-2026-00717,103.24,pos,0
TXN-2026-00718,107.81,pos,0
TXN-2026-00719,58.19,pos,0
TXN-2026-00720,84.07,pos,0
TXN-2026-00721,130.24,online,0
TXN-2026-00722,11.56,pos,0
TXN-2026-00723,17.85,pos,0
TXN-2026-00724,219.62,online,0
TXN-2026-00725,110.5,online,1
TXN-2026-00726,98510.78,pos,0
TXN-2026-00727,92.03,pos,0
TXN-2026-00728,136.61,pos,0
TXN-2026-00729,47.1,pos,0
TXN-2026-00730,35.38,online,0
TXN-2026-00731,113.87,pos,0
TXN-2026-00732,27.83,online,1
TXN-2026-00733,146.92,online,1
TXN-2026-00734,11.67,online,0
TXN-2026-00735,309.51,pos,0
TXN-2026-00736,158.72,pos,0
TXN-2026-00737,122.39,online,0
TXN-2026-00738,292.72,pos,0
TXN-2026-00739,664.19,pos,0
TXN-2026-00740,304.07,pos,0
TXN-2026-00741,9.88,pos,0
TXN-2026-00742,19.39,online,0
TXN-2026-00743,42.53,pos,1
TXN-2026-00744,92.88,pos,0
TXN-2026-00745,167.53,pos,0
TXN-2026-00746,37.68,online,0
TXN-2026-00747,112.63,online,0
